series_name,date,value,units,source
SP500,1984-12-01,181.17999267578125,close,YAHOO:^GSPC
SP500,1985-03-01,189.5500030517578,close,YAHOO:^GSPC
SP500,1985-06-01,188.6300048828125,close,YAHOO:^GSPC
SP500,1985-09-01,202.1699981689453,close,YAHOO:^GSPC
SP500,1985-12-01,226.9199981689453,close,YAHOO:^GSPC
SP500,1986-03-01,247.35000610351562,close,YAHOO:^GSPC
SP500,1986-06-01,252.92999267578125,close,YAHOO:^GSPC
SP500,1986-09-01,249.22000122070312,close,YAHOO:^GSPC
SP500,1986-12-01,284.20001220703125,close,YAHOO:^GSPC
SP500,1987-03-01,290.1000061035156,close,YAHOO:^GSPC
SP500,1987-06-01,329.79998779296875,close,YAHOO:^GSPC
SP500,1987-09-01,230.3000030517578,close,YAHOO:^GSPC
SP500,1987-12-01,267.82000732421875,close,YAHOO:^GSPC
SP500,1988-03-01,262.1600036621094,close,YAHOO:^GSPC
SP500,1988-06-01,261.5199890136719,close,YAHOO:^GSPC
SP500,1988-09-01,273.70001220703125,close,YAHOO:^GSPC
SP500,1988-12-01,288.8599853515625,close,YAHOO:^GSPC
SP500,1989-03-01,320.5199890136719,close,YAHOO:^GSPC
SP500,1989-06-01,351.45001220703125,close,YAHOO:^GSPC
SP500,1989-09-01,345.989990234375,close,YAHOO:^GSPC
SP500,1989-12-01,331.8900146484375,close,YAHOO:^GSPC
SP500,1990-03-01,361.2300109863281,close,YAHOO:^GSPC
SP500,1990-06-01,322.55999755859375,close,YAHOO:^GSPC
SP500,1990-09-01,322.2200012207031,close,YAHOO:^GSPC
SP500,1990-12-01,367.07000732421875,close,YAHOO:^GSPC
SP500,1991-03-01,389.8299865722656,close,YAHOO:^GSPC
SP500,1991-06-01,395.42999267578125,close,YAHOO:^GSPC
SP500,1991-09-01,375.2200012207031,close,YAHOO:^GSPC
SP500,1991-12-01,412.70001220703125,close,YAHOO:^GSPC
SP500,1992-03-01,415.3500061035156,close,YAHOO:^GSPC
SP500,1992-06-01,414.0299987792969,close,YAHOO:^GSPC
SP500,1992-09-01,431.3500061035156,close,YAHOO:^GSPC
SP500,1992-12-01,443.3800048828125,close,YAHOO:^GSPC
SP500,1993-03-01,450.19000244140625,close,YAHOO:^GSPC
SP500,1993-06-01,463.55999755859375,close,YAHOO:^GSPC
SP500,1993-09-01,461.7900085449219,close,YAHOO:^GSPC
SP500,1993-12-01,467.1400146484375,close,YAHOO:^GSPC
SP500,1994-03-01,456.5,close,YAHOO:^GSPC
SP500,1994-06-01,475.489990234375,close,YAHOO:^GSPC
SP500,1994-09-01,453.69000244140625,close,YAHOO:^GSPC
