symbol,company_name,sector,fiscal_period,report_date,eps,pe,pb,dividend_yield,revenue,revenue_growth_yoy,revenue_growth_qoq,net_profit,net_profit_margin,roe,roa,debt_to_equity,current_ratio,quick_ratio,book_value_per_share,npl_ratio,casa_ratio,source,source_url
MBL,Machhapuchchhre Bank Limited,Commercial Bank,3rd Quarter 2082/2083,2026-04-28,15.65,16.1,1.5,0.0,5611201.3,0.0,0.0,1658659.81,29.5598,9.31,0.89,9.6946,0.0,0.0,168.05,4.01,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MBL
MCHL,Menchhiyam Hydropower  Limited,Hydropower,2nd Quarter 2082/2083,2026-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14347.14,0.0,0.0,0.0,0.0,0.4215,0.4215,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MCHL
MDB,Miteri Development Bank Limited,Development Bank,3rd Quarter 2082/2083,2026-04-16,10.54,59.0,4.46,0.0,249808.38,0.0,0.0,96218.8,38.517,7.56,1.24,5.1206,0.0,0.0,139.36,0.48,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MDB
MEHL,Manakamana Engineering Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18646.93,0.0,0.0,0.0,0.0,0.8553,0.8553,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MEHL
MEL,Modi Energy Limited,Hydropower,2nd Quarter 2082/2083,2026-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62453.0,0.0,0.0,0.0,0.0,0.6057,0.6057,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MEL
MEN,Mountain Energy Nepal Limited,Hydropower,2nd Quarter 2082/2083,2026-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541449.55,0.0,0.0,0.0,0.0,3.6201,3.6201,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MEN
MERO,Mero Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,3rd Quarter 2082/2083,2026-05-03,13.33,56.05,4.92,0.0,919083.47,0.0,0.0,148575.61,16.1656,8.78,1.08,7.1102,0.0,0.0,151.87,18.84,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MERO
MFIL,Manjushree Finance Limited,Finance,3rd Quarter 2082/2083,2026-04-22,21.6,38.85,4.61,0.0,775018.02,0.0,0.0,218910.21,28.2458,11.85,1.07,10.1263,0.0,0.0,182.2,3.99,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MFIL
MHCL,Molung Hydropower Company Limited,Hydropower,2nd Quarter 2082/2083,2026-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67441.34,0.0,0.0,0.0,0.0,5.7419,5.7419,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MHCL
MHL,Mandakini Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36036.71,0.0,0.0,0.0,0.0,4.0013,4.0013,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MHL
MHNL,Mountain Hydro Nepal Limited,Hydropower,2nd Quarter 2082/2083,2026-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7140.1,0.0,0.0,0.0,0.0,0.125,0.125,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MHNL
MKCL,Muktinath Krishi Company Limited,Others,2nd Quarter 2082/2083,2026-02-11,0.0,0.0,0.0,0.0,290893.26,0.0,0.0,17726.74,6.0939,0.0,0.0,0.5749,0.0,0.0,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MKCL
MKHC,Maya Khola Hydropower Company Limited,Hydropower,2nd Quarter 2082/2083,2026-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43818.0,0.0,0.0,0.0,0.0,0.5037,0.5037,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MKHC
MKHL,Mai Khola Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6352.98,0.0,0.0,0.0,0.0,1.1062,1.1062,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MKHL
MLBBL,Mithila Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-04-12,47.22,27.85,5.88,0.0,145091.35,0.0,0.0,52871.73,36.4403,21.11,3.05,5.9121,0.0,0.0,223.65,8.39,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MLBBL
MLBL,Mahalaxmi Bikas Bank Limited,Development Bank,3rd Quarter 2082/2083,2026-04-28,13.59,27.61,2.32,0.0,1808148.63,0.0,0.0,459963.15,25.4383,8.39,0.98,7.6006,0.0,0.0,162.01,6.59,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MLBL
MLBS,Manushi Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-10,16.22,86.95,10.23,0.0,63686.44,0.0,0.0,8868.4,13.9251,11.77,1.09,9.7727,0.0,0.0,137.81,5.97,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MLBS
MLBSL,Mahila Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-13,33.06,57.47,7.36,0.0,192109.61,0.0,0.0,35966.71,18.722,12.81,1.25,9.2747,0.0,0.0,258.1,4.77,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MLBSL
MNBBL,Muktinath Bikas Bank Limited,Development Bank,3rd Quarter 2082/2083,2026-04-28,15.71,24.13,2.44,0.0,3835464.0,0.0,0.0,942600.0,24.5759,10.13,0.93,9.8678,0.0,0.0,155.09,4.88,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MNBBL
MPFL,Multipurpose Finance Company Limited,Finance,3rd Quarter 2082/2083,2026-04-27,1.16,576.81,5.61,0.0,63618.52,0.0,0.0,5323.78,8.3683,0.98,0.16,5.0861,0.0,0.0,119.31,7.44,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MPFL
MSHL,Mid Solu Hydropower Company Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74601.02,0.0,0.0,0.0,0.0,7.0631,7.0631,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MSHL
MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,3rd Quarter 2082/2083,2026-04-30,42.26,30.89,6.21,0.0,396605.96,0.0,0.0,122811.2,30.9655,20.09,2.53,6.9285,0.0,0.0,210.37,8.17,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/MSLB
NABBC,Narayani Development Bank Limited,Development Bank,3rd Quarter 2082/2083,2026-04-28,-9.48,0.0,31.8072,0.0,-2344.87,0.0,0.0,-49780.61,0.0,0.0,0.0,2.9717,0.0,0.0,32.98,59.37,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NABBC
NABIL,Nabil Bank Limited,Commercial Bank,3rd Quarter 2082/2083,2026-04-28,31.36,16.9,2.18,0.0,14897057.0,0.0,0.0,6764648.0,45.4093,12.89,1.26,9.1429,0.0,0.0,243.3,4.37,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NABIL
NADEP,NADEP Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-12,15.52,52.71,5.2,0.0,240235.57,0.0,0.0,37686.44,15.6873,9.86,1.1,7.9508,0.0,0.0,157.36,17.54,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NADEP
NBL,Nepal Bank Limited,Commercial Bank,3rd Quarter 2082/2083,2026-04-27,25.34,10.97,1.02,0.0,7997568.49,0.0,0.0,2792981.16,34.9229,9.29,0.83,10.2454,0.0,0.0,272.79,4.96,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NBL
NESDO,Nesdo Sambridha Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-04-07,63.99,23.55,5.58,0.0,164741.88,0.0,0.0,93216.06,56.5831,23.71,4.56,4.1982,0.0,0.0,269.94,21.6,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NESDO
NFS,Nepal Finance Limited,Finance,3rd Quarter 2082/2083,2026-04-28,-10.14,0.0,4.5629,0.0,66289.4,0.0,0.0,-78625.21,-118.609,0.0,0.0,4.9401,0.0,0.0,122.4,14.32,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NFS
NGPL,Ngadi Group Power Limited,Hydropower,2nd Quarter 2082/2083,2026-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36164.79,0.0,0.0,0.0,0.0,6.6537,6.6537,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NGPL
NHDL,Nepal Hydro Developer Limited,Hydropower,2nd Quarter 2082/2083,2026-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44740.0,0.0,0.0,0.0,0.0,2.0128,2.0128,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NHDL
NHPC,National Hydro Power Company Limited,Hydropower,1st Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10677.6,0.0,0.0,0.0,0.0,2.8236,2.8236,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NHPC
NICA,NIC Asia Bank Limited,Commercial Bank,3rd Quarter 2082/2083,2026-04-28,1.25,295.0,2.13,0.0,7358958.29,0.0,0.0,140324.17,1.9068,0.73,0.05,13.9701,0.0,0.0,172.97,8.85,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NICA
NICLBSL,NIC Asia Laghubitta Bittiya Sanstha Limited,Microfinance,3rd Quarter 2082/2083,2026-04-16,8.2,74.19,4.78,0.0,858102.82,0.0,0.0,106916.0,12.4596,6.44,0.61,9.5516,0.0,0.0,127.35,16.59,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NICLBSL
NIMB,Nepal Investment Mega Bank Limited,Commercial Bank,3rd Quarter 2082/2083,2026-04-28,12.29,17.14,1.05,0.0,11210692.0,0.0,0.0,3146768.0,28.0693,6.16,0.68,8.0374,0.0,0.0,199.72,8.41,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NIMB
NMB,NMB Bank Limited,Commercial Bank,3rd Quarter 2082/2083,2026-04-28,16.87,14.72,1.41,0.0,9346595.0,0.0,0.0,2687786.0,28.7568,9.6,0.95,9.1731,0.0,0.0,175.79,4.95,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NMB
NMBMF,NMB Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-04-10,9.67,75.57,5.2,0.0,316220.06,0.0,0.0,34891.74,11.034,6.88,0.82,7.4215,0.0,0.0,140.61,4.83,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NMBMF
NMFBS,National Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-11,48.21,22.74,4.47,0.0,1032187.0,0.0,0.0,366699.0,35.5264,19.65,2.38,7.2527,0.0,0.0,245.37,4.81,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NMFBS
NMLBBL,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-08,11.18,56.29,2.96,0.0,773767.38,0.0,0.0,78150.52,10.1,5.26,0.73,6.2,0.0,0.0,212.76,25.75,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NMLBBL
NRM,Nepal Republic Media Limited,Others,1st Quarter 2082/2083,2026-02-23,0.0,0.0,0.0,0.0,28685.01,0.0,0.0,-15532.08,-54.147,0.0,0.0,0.434,0.0,0.0,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NRM
NTC,Nepal Doorsanchar Company Limited,Others,2nd Quarter 2082/2083,2026-02-12,0.0,18.3,1.57,0.0,0.0,0.0,0.0,5914299000.0,0.0,8.58,6.17,0.39,0.0,0.0,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NTC
NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-11,8.73,81.09,3.32,0.0,1072410.22,0.0,0.0,119738.14,11.1653,4.1,0.83,3.936,0.0,0.0,213.17,14.12,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NUBL
NWCL,Nepal Warehousing Company Limited,Others,2nd Quarter 2082/2083,2026-02-08,0.0,0.0,0.0,0.0,42468.05,0.0,0.0,-20935.14,-49.2962,0.0,0.0,1.4882,0.0,0.0,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NWCL
NYADI,Nyadi Hydropower  Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115946.0,0.0,0.0,0.0,0.0,1.4046,1.4046,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/NYADI
OHL,Oriental Hotel Limited,Hotel & Tourism,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,2.14,0.0,0.0,0.0,0.0,-27431.45,0.0,0.0,0.0,0.0,1.5904,1.5904,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/OHL
PCBL,Prime Commercial Bank Limited,Commercial Bank,3rd Quarter 2082/2083,2026-04-28,19.66,12.49,1.43,0.0,8212753.9,0.0,0.0,3089335.32,37.6163,11.48,1.27,8.0662,0.0,0.0,171.28,6.39,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/PCBL
PFL,Pokhara Finance Limited,Finance,3rd Quarter 2082/2083,2026-04-28,9.0,43.66,6.2,0.0,141065.23,0.0,0.0,73077.48,51.804,14.2,1.2,10.8582,0.0,0.0,63.41,34.34,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/PFL
PHCL,Peoples Hydropower Company Limited,Hydropower,2nd Quarter 2082/2083,2026-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2540.56,0.0,0.0,0.0,0.0,2.8035,2.8035,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/PHCL
PMHPL,Panchakanya Mai Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83956.08,0.0,0.0,0.0,0.0,0.8312,0.8312,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/PMHPL
PPCL,Panchthar Power Company Limited,Hydropower,3rd Quarter 2082/2083,2026-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60193.88,0.0,0.0,0.0,0.0,0.2697,0.2697,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/PPCL
PPL,People's Power Limited,Hydropower,2nd Quarter 2082/2083,2026-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2222.0,0.0,0.0,0.0,0.0,69.1521,69.1521,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/PPL
PROFL,Progressive Finance Limited,Finance,3rd Quarter 2082/2083,2026-04-28,-2.92,0.0,5.7961,0.0,159654.7,0.0,0.0,-24743.25,-15.498,0.0,0.0,12.5773,0.0,0.0,75.05,5.58,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/PROFL
PRVU,Prabhu Bank Limited,Commercial Bank,3rd Quarter 2082/2083,2026-04-28,4.82,43.34,1.43,0.0,8852370.0,0.0,0.0,851523.0,9.6192,3.3,0.28,10.673,0.0,0.0,146.26,8.84,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/PRVU
PURE,Pure Energy Limited,Hydropower,1st Quarter 2082/2083,2026-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9005.48,0.0,0.0,0.0,0.0,0.5136,0.5136,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/PURE
RAWA,Rawa Energy Development Ltd.,Hydropower,2nd Quarter 2082/2083,2026-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22449.66,0.0,0.0,0.0,0.0,2.9376,2.9376,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/RAWA
RFPL,River Falls Power Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32363.99,0.0,0.0,0.0,0.0,5.7842,5.7842,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/RFPL
RHGCL,Rapti Hydro & General Construction Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.2,0.0,0.0,0.0,0.0,4.2341,4.2341,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/RHGCL
RHPL,Rasuwagadhi Hydropower Company Limited,Hydropower,2nd Quarter 2082/2083,2026-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1081475.0,0.0,0.0,0.0,0.0,0.3048,0.3048,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/RHPL
RIDI,Ridi Power Company Limited,Hydropower,2nd Quarter 2082/2083,2026-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37806.19,0.0,0.0,0.0,0.0,6.9022,6.9022,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/RIDI
RLEL,Ridge Line Energy Limited,Hydropower,3rd Quarter 2082/2083,2026-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93909.26,0.0,0.0,0.0,0.0,5.5193,5.5193,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/RLEL
RLFL,Reliance Finance Limited,Finance,3rd Quarter 2082/2083,2026-04-28,4.51,101.08,3.94,0.0,270914.0,0.0,0.0,37901.0,13.99,3.89,0.44,7.8585,0.0,0.0,115.8,5.14,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/RLFL
RSDC,RSDC Laghubitta Bittiya Sanstha Limited,Microfinance,3rd Quarter 2082/2083,2026-04-17,8.46,82.93,5.65,0.0,150600.84,0.0,0.0,65647.5,43.5904,6.82,1.46,3.6591,0.0,0.0,124.07,3.46,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/RSDC
SABBL,Salapa Bikas Bank Limited,Development Bank,3rd Quarter 2082/2083,2026-04-26,-0.61,0.0,11.5952,0.0,57714.43,0.0,0.0,-3189.37,-5.5261,0.0,0.0,2.8105,0.0,0.0,103.75,3.35,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SABBL
SADBL,Shangrila Development Bank Limited,Development Bank,3rd Quarter 2082/2083,2026-04-28,17.3,24.56,2.68,0.0,1798341.64,0.0,0.0,484531.08,26.9432,10.9,1.01,9.8203,0.0,0.0,158.79,7.87,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SADBL
SANIMA,Sanima Bank Limited,Commercial Bank,3rd Quarter 2082/2083,2026-04-24,21.45,16.31,1.8,0.0,6117411.7,0.0,0.0,2350202.92,38.4183,11.04,1.14,9.3914,0.0,0.0,194.28,3.99,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SANIMA
SANVI,Sanvi Energy Limited,Hydropower,1st Quarter 2082/2083,2026-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38123.09,0.0,0.0,0.0,0.0,1.4154,1.4154,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SANVI
SAPDBL,Saptakoshi Development Bank Limited,Development Bank,3rd Quarter 2082/2083,2026-04-28,9.43,90.96,11.77,0.0,183025.12,0.0,0.0,59024.77,32.2495,12.94,0.83,14.6148,0.0,0.0,72.9,7.6,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SAPDBL
SBI,Nepal SBI Bank Limited,Commercial Bank,3rd Quarter 2082/2083,2026-04-28,17.19,23.55,2.14,0.0,4896145.71,0.0,0.0,1461785.73,29.8558,9.07,0.77,10.8551,0.0,0.0,189.57,2.53,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SBI
SBL,Siddhartha Bank Limited,Commercial Bank,3rd Quarter 2082/2083,2026-04-28,15.56,25.2,1.81,0.0,7938404.58,0.0,0.0,2014855.23,25.3811,7.18,0.73,9.3051,0.0,0.0,216.73,3.71,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SBL
SCB,Standard Chartered Bank Nepal Limited,Commercial Bank,3rd Quarter 2082/2083,2026-04-28,27.64,23.55,2.98,0.0,4014988.0,0.0,0.0,2081621.0,51.8463,12.64,1.19,6.993,0.0,0.0,218.59,1.81,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SCB
SGHC,Swet-Ganga Hydropower & Construction Limited,Hydropower,2nd Quarter 2082/2083,2026-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159262.37,0.0,0.0,0.0,0.0,0.5416,0.5416,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SGHC
SHEL,Singati Hydro Energy Limited,Hydropower,2nd Quarter 2082/2083,2026-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196925.16,0.0,0.0,0.0,0.0,0.7251,0.7251,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SHEL
SHINE,Shine Resunga Development Bank Limited,Development Bank,3rd Quarter 2082/2083,2026-04-28,20.93,19.73,2.7,0.0,2290111.19,0.0,0.0,788404.48,34.4265,13.68,1.24,10.0034,0.0,0.0,153.05,4.92,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SHINE
SHL,Soaltee Hotel Limited,Hotel & Tourism,2nd Quarter 2082/2083,2026-02-11,0.0,73.21,17.32,0.0,0.0,0.0,0.0,347568.7,0.0,23.66,18.23,0.0,1.1252,1.1252,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SHL
SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-12,-36.73,0.0,6.1745,0.0,98497.72,0.0,0.0,-20084.45,-20.3908,0.0,0.0,10.4265,0.0,0.0,240.02,14.79,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SHLB
SHPC,Sanima Mai Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125618.75,0.0,0.0,0.0,0.0,0.8748,0.8748,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SHPC
SIFC,Shree Investment Finance Company Limited,Finance,3rd Quarter 2082/2083,2026-04-28,3.38,164.43,4.0,0.0,181526.75,0.0,0.0,25360.88,13.9709,2.43,0.32,6.5027,0.0,0.0,139.08,4.02,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SIFC
SIKLES,Sikles Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105981.3,0.0,0.0,0.0,0.0,0.6657,0.6657,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SIKLES
SINDU,Sindhu Bikas Bank Limited,Development Bank,3rd Quarter 2082/2083,2026-04-28,-5.93,0.0,7.6342,0.0,114606.95,0.0,0.0,-33073.69,-28.8584,0.0,0.0,11.1989,0.0,0.0,91.3,7.92,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SINDU
SKBBL,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,Microfinance,3rd Quarter 2082/2083,2026-04-29,13.08,59.03,3.54,0.0,964977.46,0.0,0.0,483277.43,50.0817,5.99,1.59,2.777,0.0,0.0,218.4,4.12,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SKBBL
SKHEL,Suryakunda Hydro Electric Limited,Hydropower,3rd Quarter 2082/2083,2026-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22608.47,0.0,0.0,0.0,0.0,0.7852,0.7852,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SKHEL
SLBBL,Swarojgar Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-02,32.53,25.12,4.71,0.0,400842.11,0.0,0.0,127495.56,31.8069,18.73,2.33,7.0352,0.0,0.0,173.65,7.55,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SLBBL
SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,Microfinance,3rd Quarter 2082/2083,2026-05-06,45.93,28.8,9.66,0.0,146001.77,0.0,0.0,58835.59,40.2979,33.55,3.31,9.146,0.0,0.0,136.91,6.78,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SLBSL
SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-05,17.12,45.27,5.71,0.0,226258.15,0.0,0.0,56536.45,24.9876,12.61,1.77,6.1445,0.0,0.0,135.74,13.32,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SMATA
SMB,Support Laghubitta Bittiya Sanstha Limited,Microfinance,3rd Quarter 2082/2083,2026-04-28,46.53,38.92,9.88,0.0,135462.52,0.0,0.0,46784.43,34.5368,25.37,2.7,8.3956,0.0,0.0,183.37,3.31,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SMB
SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-08,38.11,44.08,8.15,0.0,117093.33,0.0,0.0,29242.8,24.9739,18.49,1.71,9.793,0.0,0.0,206.18,4.95,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SMFBS
SMH,Supermai Hydropower  Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68900.05,0.0,0.0,0.0,0.0,22.243,22.243,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SMH
SMHL,Super Madi Hydropower Limited,Hydropower,3rd Quarter 2082/2083,2026-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244182.55,0.0,0.0,0.0,0.0,1.1768,1.1768,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SMHL
